Graph name;|V|;|E|;|pins|;Number of parts;Imbalance;alg_dist;zoltan;patoh;hmetis
OPF_3754;15435;15434;86853;128;1.03;1481.0;1523.0;1106.0;2121.0
OPF_3754;15435;15434;86853;128;1.05;1454.0;1516.0;1132.0;2076.0
OPF_3754;15435;15434;86853;128;1.1;1100.0;1185.0;1015.0;2096.0
OPF_3754;15435;15434;86853;16;1.03;180.0;186.0;244.0;460.0
OPF_3754;15435;15434;86853;16;1.05;178.0;202.0;236.0;456.0
OPF_3754;15435;15434;86853;16;1.1;174.0;174.0;206.0;452.0
OPF_3754;15435;15434;86853;2;1.03;22.0;24.0;28.0;44.0
OPF_3754;15435;15434;86853;2;1.05;22.0;24.0;20.0;44.0
OPF_3754;15435;15434;86853;2;1.1;16.0;20.0;20.0;44.0
OPF_3754;15435;15434;86853;32;1.03;318.0;341.0;442.0;748.0
OPF_3754;15435;15434;86853;32;1.05;282.0;319.0;416.0;768.0
OPF_3754;15435;15434;86853;32;1.1;272.0;310.0;374.0;728.0
OPF_3754;15435;15434;86853;4;1.03;50.0;64.0;62.0;112.0
OPF_3754;15435;15434;86853;4;1.05;50.0;56.0;56.0;116.0
OPF_3754;15435;15434;86853;4;1.1;52.0;62.0;56.0;120.0
OPF_3754;15435;15434;86853;64;1.03;536.0;590.0;659.0;1326.0
OPF_3754;15435;15434;86853;64;1.05;536.0;559.0;667.0;1304.0
OPF_3754;15435;15434;86853;64;1.1;500.0;538.0;660.0;1284.0
OPF_3754;15435;15434;86853;8;1.03;110.0;130.0;128.0;240.0
OPF_3754;15435;15434;86853;8;1.05;102.0;118.0;144.0;248.0
OPF_3754;15435;15434;86853;8;1.1;94.0;102.0;96.0;244.0
aa01;8904;823;72965;128;1.03;735.0;750.0;819.0;806.0
aa01;8904;823;72965;128;1.05;735.0;745.0;822.0;804.0
aa01;8904;823;72965;128;1.1;729.0;743.0;815.0;801.0
aa01;8904;823;72965;16;1.03;672.0;690.0;796.0;732.0
aa01;8904;823;72965;16;1.05;662.0;688.0;793.0;724.0
aa01;8904;823;72965;16;1.1;663.0;692.0;798.0;720.0
aa01;8904;823;72965;2;1.03;544.0;568.0;579.0;506.0
aa01;8904;823;72965;2;1.05;543.0;571.0;549.0;498.0
aa01;8904;823;72965;2;1.1;540.0;539.0;579.0;484.0
aa01;8904;823;72965;32;1.03;685.0;711.0;812.0;778.0
aa01;8904;823;72965;32;1.05;686.0;704.0;817.0;775.0
aa01;8904;823;72965;32;1.1;690.0;712.0;808.0;776.0
aa01;8904;823;72965;4;1.03;578.0;607.0;698.0;628.0
aa01;8904;823;72965;4;1.05;587.0;597.0;707.0;629.0
aa01;8904;823;72965;4;1.1;591.0;604.0;725.0;614.0
aa01;8904;823;72965;64;1.03;705.0;728.0;819.0;792.0
aa01;8904;823;72965;64;1.05;709.0;728.0;805.0;797.0
aa01;8904;823;72965;64;1.1;707.0;723.0;818.0;794.0
aa01;8904;823;72965;8;1.03;635.0;675.0;774.0;682.0
aa01;8904;823;72965;8;1.05;641.0;674.0;772.0;669.0
aa01;8904;823;72965;8;1.1;642.0;670.0;778.0;673.0
aa03;8627;825;70806;128;1.03;684.0;697.0;796.0;767.0
aa03;8627;825;70806;128;1.05;681.0;702.0;794.0;770.0
aa03;8627;825;70806;128;1.1;681.0;697.0;798.0;765.0
aa03;8627;825;70806;16;1.03;619.0;646.0;759.0;681.0
aa03;8627;825;70806;16;1.05;620.0;646.0;760.0;676.0
aa03;8627;825;70806;16;1.1;619.0;637.0;755.0;675.0
aa03;8627;825;70806;2;1.03;530.0;549.0;521.0;416.0
aa03;8627;825;70806;2;1.05;536.0;553.0;507.0;412.0
aa03;8627;825;70806;2;1.1;535.0;533.0;509.0;409.0
aa03;8627;825;70806;32;1.03;634.0;665.0;781.0;728.0
aa03;8627;825;70806;32;1.05;634.0;664.0;763.0;725.0
aa03;8627;825;70806;32;1.1;639.0;658.0;781.0;721.0
aa03;8627;825;70806;4;1.03;542.0;555.0;643.0;544.0
aa03;8627;825;70806;4;1.05;534.0;563.0;659.0;540.0
aa03;8627;825;70806;4;1.1;537.0;547.0;622.0;545.0
aa03;8627;825;70806;64;1.03;658.0;676.0;789.0;758.0
aa03;8627;825;70806;64;1.05;650.0;676.0;797.0;751.0
aa03;8627;825;70806;64;1.1;646.0;673.0;787.0;751.0
aa03;8627;825;70806;8;1.03;593.0;620.0;713.0;623.0
aa03;8627;825;70806;8;1.05;581.0;618.0;728.0;632.0
aa03;8627;825;70806;8;1.1;580.0;621.0;705.0;624.0
aa3;8627;825;70806;128;1.03;685.0;703.0;796.0;769.0
aa3;8627;825;70806;128;1.05;683.0;706.0;794.0;766.0
aa3;8627;825;70806;128;1.1;680.0;699.0;798.0;765.0
aa3;8627;825;70806;16;1.03;617.0;640.0;759.0;681.0
aa3;8627;825;70806;16;1.05;614.0;642.0;760.0;668.0
aa3;8627;825;70806;16;1.1;616.0;641.0;755.0;665.0
aa3;8627;825;70806;2;1.03;538.0;559.0;521.0;415.0
aa3;8627;825;70806;2;1.05;526.0;555.0;507.0;411.0
aa3;8627;825;70806;2;1.1;528.0;547.0;509.0;413.0
aa3;8627;825;70806;32;1.03;637.0;671.0;781.0;726.0
aa3;8627;825;70806;32;1.05;636.0;660.0;763.0;730.0
aa3;8627;825;70806;32;1.1;635.0;666.0;781.0;726.0
aa3;8627;825;70806;4;1.03;538.0;552.0;643.0;547.0
aa3;8627;825;70806;4;1.05;534.0;554.0;659.0;548.0
aa3;8627;825;70806;4;1.1;534.0;557.0;622.0;544.0
aa3;8627;825;70806;64;1.03;650.0;682.0;789.0;749.0
aa3;8627;825;70806;64;1.05;651.0;684.0;797.0;748.0
aa3;8627;825;70806;64;1.1;648.0;681.0;787.0;751.0
aa3;8627;825;70806;8;1.03;589.0;614.0;713.0;634.0
aa3;8627;825;70806;8;1.05;585.0;615.0;728.0;625.0
aa3;8627;825;70806;8;1.1;576.0;625.0;705.0;625.0
aa4;7195;426;52121;128;1.03;381.0;384.0;417.0;405.0
aa4;7195;426;52121;128;1.05;377.0;384.0;417.0;404.0
aa4;7195;426;52121;128;1.1;377.0;383.0;410.0;405.0
aa4;7195;426;52121;16;1.03;348.0;363.0;399.0;376.0
aa4;7195;426;52121;16;1.05;347.0;360.0;396.0;372.0
aa4;7195;426;52121;16;1.1;346.0;360.0;394.0;376.0
aa4;7195;426;52121;2;1.03;325.0;356.0;299.0;319.0
aa4;7195;426;52121;2;1.05;327.0;345.0;296.0;312.0
aa4;7195;426;52121;2;1.1;317.0;354.0;289.0;320.0
aa4;7195;426;52121;32;1.03;352.0;369.0;409.0;393.0
aa4;7195;426;52121;32;1.05;354.0;368.0;410.0;393.0
aa4;7195;426;52121;32;1.1;353.0;369.0;403.0;392.0
aa4;7195;426;52121;4;1.03;326.0;350.0;350.0;335.0
aa4;7195;426;52121;4;1.05;328.0;357.0;363.0;332.0
aa4;7195;426;52121;4;1.1;313.0;348.0;360.0;332.0
aa4;7195;426;52121;64;1.03;364.0;373.0;419.0;401.0
aa4;7195;426;52121;64;1.05;363.0;374.0;413.0;400.0
aa4;7195;426;52121;64;1.1;359.0;373.0;413.0;397.0
aa4;7195;426;52121;8;1.03;339.0;351.0;390.0;355.0
aa4;7195;426;52121;8;1.05;339.0;355.0;385.0;352.0
aa4;7195;426;52121;8;1.1;339.0;350.0;390.0;351.0
aa5;8308;801;65953;128;1.03;675.0;700.0;783.0;758.0
aa5;8308;801;65953;128;1.05;679.0;700.0;777.0;756.0
aa5;8308;801;65953;128;1.1;681.0;690.0;782.0;747.0
aa5;8308;801;65953;16;1.03;614.0;643.0;730.0;671.0
aa5;8308;801;65953;16;1.05;610.0;639.0;737.0;661.0
aa5;8308;801;65953;16;1.1;613.0;628.0;737.0;656.0
aa5;8308;801;65953;2;1.03;503.0;524.0;484.0;383.0
aa5;8308;801;65953;2;1.05;514.0;523.0;485.0;379.0
aa5;8308;801;65953;2;1.1;507.0;525.0;460.0;380.0
aa5;8308;801;65953;32;1.03;633.0;659.0;771.0;715.0
aa5;8308;801;65953;32;1.05;633.0;653.0;751.0;715.0
aa5;8308;801;65953;32;1.1;631.0;646.0;755.0;708.0
aa5;8308;801;65953;4;1.03;525.0;535.0;607.0;536.0
aa5;8308;801;65953;4;1.05;519.0;528.0;589.0;538.0
aa5;8308;801;65953;4;1.1;515.0;530.0;631.0;534.0
aa5;8308;801;65953;64;1.03;652.0;678.0;768.0;741.0
aa5;8308;801;65953;64;1.05;659.0;672.0;766.0;730.0
aa5;8308;801;65953;64;1.1;650.0;672.0;763.0;731.0
aa5;8308;801;65953;8;1.03;569.0;595.0;689.0;608.0
aa5;8308;801;65953;8;1.05;574.0;595.0;699.0;608.0
aa5;8308;801;65953;8;1.1;578.0;591.0;696.0;602.0
aa6;7292;646;51728;128;1.03;547.0;558.0;629.0;608.0
aa6;7292;646;51728;128;1.05;547.0;558.0;628.0;608.0
aa6;7292;646;51728;128;1.1;547.0;557.0;624.0;607.0
aa6;7292;646;51728;16;1.03;484.0;507.0;592.0;539.0
aa6;7292;646;51728;16;1.05;480.0;498.0;598.0;533.0
aa6;7292;646;51728;16;1.1;481.0;503.0;590.0;532.0
aa6;7292;646;51728;2;1.03;425.0;447.0;388.0;320.0
aa6;7292;646;51728;2;1.05;421.0;445.0;399.0;308.0
aa6;7292;646;51728;2;1.1;411.0;444.0;366.0;312.0
aa6;7292;646;51728;32;1.03;498.0;521.0;608.0;582.0
aa6;7292;646;51728;32;1.05;500.0;521.0;620.0;580.0
aa6;7292;646;51728;32;1.1;493.0;516.0;605.0;574.0
aa6;7292;646;51728;4;1.03;428.0;455.0;496.0;429.0
aa6;7292;646;51728;4;1.05;429.0;448.0;488.0;427.0
aa6;7292;646;51728;4;1.1;421.0;447.0;497.0;425.0
aa6;7292;646;51728;64;1.03;519.0;536.0;623.0;596.0
aa6;7292;646;51728;64;1.05;522.0;531.0;625.0;603.0
aa6;7292;646;51728;64;1.1;519.0;536.0;613.0;597.0
aa6;7292;646;51728;8;1.03;450.0;465.0;545.0;485.0
aa6;7292;646;51728;8;1.05;465.0;460.0;554.0;473.0
aa6;7292;646;51728;8;1.1;450.0;466.0;543.0;471.0
add20;2395;2395;17319;128;1.03;1109.0;1122.0;1714.0;1174.0
add20;2395;2395;17319;128;1.05;1107.0;1115.0;1718.0;1180.0
add20;2395;2395;17319;128;1.1;1067.0;1066.0;1669.0;1100.0
add20;2395;2395;17319;16;1.03;470.0;463.0;678.0;452.0
add20;2395;2395;17319;16;1.05;462.0;464.0;628.0;440.0
add20;2395;2395;17319;16;1.1;438.0;459.0;635.0;431.0
add20;2395;2395;17319;2;1.03;146.0;160.0;156.0;117.0
add20;2395;2395;17319;2;1.05;141.0;157.0;140.0;114.0
add20;2395;2395;17319;2;1.1;135.0;141.0;135.0;116.0
add20;2395;2395;17319;32;1.03;647.0;653.0;1119.0;621.0
add20;2395;2395;17319;32;1.05;629.0;651.0;1147.0;623.0
add20;2395;2395;17319;32;1.1;613.0;641.0;1083.0;615.0
add20;2395;2395;17319;4;1.03;231.0;245.0;307.0;199.0
add20;2395;2395;17319;4;1.05;222.0;242.0;301.0;201.0
add20;2395;2395;17319;4;1.1;212.0;232.0;240.0;198.0
add20;2395;2395;17319;64;1.03;824.0;828.0;1437.0;861.0
add20;2395;2395;17319;64;1.05;806.0;809.0;1377.0;823.0
add20;2395;2395;17319;64;1.1;792.0;813.0;1358.0;804.0
add20;2395;2395;17319;8;1.03;330.0;360.0;485.0;323.0
add20;2395;2395;17319;8;1.05;326.0;348.0;477.0;314.0
add20;2395;2395;17319;8;1.1;322.0;333.0;468.0;310.0
add32;4960;4960;23884;128;1.03;1092.0;1103.0;1152.0;838.0
add32;4960;4960;23884;128;1.05;1056.0;1058.0;1148.0;831.0
add32;4960;4960;23884;128;1.1;990.0;1007.0;1104.0;803.0
add32;4960;4960;23884;16;1.03;176.0;189.0;149.0;53.0
add32;4960;4960;23884;16;1.05;164.0;181.0;154.0;56.0
add32;4960;4960;23884;16;1.1;167.0;174.0;116.0;56.0
add32;4960;4960;23884;2;1.03;19.0;12.0;10.0;3.0
add32;4960;4960;23884;2;1.05;10.0;12.0;10.0;3.0
add32;4960;4960;23884;2;1.1;8.0;8.0;8.0;3.0
add32;4960;4960;23884;32;1.03;311.0;312.0;248.0;93.0
add32;4960;4960;23884;32;1.05;277.0;282.0;215.0;93.0
add32;4960;4960;23884;32;1.1;276.0;280.0;268.0;93.0
add32;4960;4960;23884;4;1.03;31.0;41.0;31.0;9.0
add32;4960;4960;23884;4;1.05;41.0;41.0;31.0;9.0
add32;4960;4960;23884;4;1.1;37.0;37.0;31.0;9.0
add32;4960;4960;23884;64;1.03;504.0;532.0;623.0;317.0
add32;4960;4960;23884;64;1.05;479.0;478.0;570.0;316.0
add32;4960;4960;23884;64;1.1;439.0;445.0;542.0;317.0
add32;4960;4960;23884;8;1.03;75.0;93.0;65.0;21.0
add32;4960;4960;23884;8;1.05;91.0;89.0;74.0;24.0
add32;4960;4960;23884;8;1.1;85.0;91.0;64.0;21.0
adder_dcop_01;1813;1812;9846;128;1.03;1650.0;1647.0;1704.0;1677.0
adder_dcop_01;1813;1812;9846;128;1.05;1645.0;1649.0;1707.0;1676.0
adder_dcop_01;1813;1812;9846;128;1.1;1629.0;1635.0;1705.0;1662.0
adder_dcop_01;1813;1812;9846;16;1.03;1354.0;1369.0;1469.0;1429.0
adder_dcop_01;1813;1812;9846;16;1.05;1376.0;1391.0;1503.0;1419.0
adder_dcop_01;1813;1812;9846;16;1.1;1356.0;1389.0;1466.0;1396.0
adder_dcop_01;1813;1812;9846;2;1.03;659.0;653.0;700.0;651.0
adder_dcop_01;1813;1812;9846;2;1.05;649.0;656.0;650.0;645.0
adder_dcop_01;1813;1812;9846;2;1.1;616.0;614.0;621.0;619.0
adder_dcop_01;1813;1812;9846;32;1.03;1429.0;1455.0;1589.0;1528.0
adder_dcop_01;1813;1812;9846;32;1.05;1430.0;1431.0;1582.0;1528.0
adder_dcop_01;1813;1812;9846;32;1.1;1419.0;1433.0;1584.0;1518.0
adder_dcop_01;1813;1812;9846;4;1.03;1054.0;1048.0;1127.0;1058.0
adder_dcop_01;1813;1812;9846;4;1.05;1035.0;1051.0;1103.0;1054.0
adder_dcop_01;1813;1812;9846;4;1.1;1021.0;1037.0;1057.0;1044.0
adder_dcop_01;1813;1812;9846;64;1.03;1546.0;1550.0;1656.0;1604.0
adder_dcop_01;1813;1812;9846;64;1.05;1554.0;1551.0;1662.0;1601.0
adder_dcop_01;1813;1812;9846;64;1.1;1537.0;1540.0;1653.0;1590.0
adder_dcop_01;1813;1812;9846;8;1.03;1272.0;1283.0;1350.0;1301.0
adder_dcop_01;1813;1812;9846;8;1.05;1266.0;1271.0;1347.0;1294.0
adder_dcop_01;1813;1812;9846;8;1.1;1256.0;1266.0;1314.0;1287.0
adder_dcop_02;1813;1812;9936;128;1.03;1692.0;1694.0;1736.0;1719.0
adder_dcop_02;1813;1812;9936;128;1.05;1693.0;1693.0;1739.0;1720.0
adder_dcop_02;1813;1812;9936;128;1.1;1694.0;1694.0;1739.0;1708.0
adder_dcop_02;1813;1812;9936;16;1.03;1410.0;1428.0;1555.0;1469.0
adder_dcop_02;1813;1812;9936;16;1.05;1450.0;1451.0;1509.0;1467.0
adder_dcop_02;1813;1812;9936;16;1.1;1445.0;1444.0;1532.0;1460.0
adder_dcop_02;1813;1812;9936;2;1.03;648.0;677.0;684.0;652.0
adder_dcop_02;1813;1812;9936;2;1.05;645.0;650.0;679.0;643.0
adder_dcop_02;1813;1812;9936;2;1.1;608.0;629.0;669.0;623.0
adder_dcop_02;1813;1812;9936;32;1.03;1496.0;1526.0;1655.0;1593.0
adder_dcop_02;1813;1812;9936;32;1.05;1483.0;1496.0;1628.0;1579.0
adder_dcop_02;1813;1812;9936;32;1.1;1497.0;1521.0;1631.0;1574.0
adder_dcop_02;1813;1812;9936;4;1.03;1071.0;1079.0;1174.0;1087.0
adder_dcop_02;1813;1812;9936;4;1.05;1069.0;1078.0;1125.0;1075.0
adder_dcop_02;1813;1812;9936;4;1.1;1046.0;1055.0;1113.0;1061.0
adder_dcop_02;1813;1812;9936;64;1.03;1620.0;1607.0;1715.0;1662.0
adder_dcop_02;1813;1812;9936;64;1.05;1615.0;1624.0;1704.0;1660.0
adder_dcop_02;1813;1812;9936;64;1.1;1598.0;1616.0;1716.0;1651.0
adder_dcop_02;1813;1812;9936;8;1.03;1320.0;1318.0;1364.0;1335.0
adder_dcop_02;1813;1812;9936;8;1.05;1289.0;1314.0;1419.0;1337.0
adder_dcop_02;1813;1812;9936;8;1.1;1277.0;1305.0;1400.0;1325.0
adder_dcop_03;1813;1812;9838;128;1.03;1694.0;1685.0;1739.0;1715.0
adder_dcop_03;1813;1812;9838;128;1.05;1684.0;1693.0;1735.0;1719.0
adder_dcop_03;1813;1812;9838;128;1.1;1682.0;1691.0;1736.0;1702.0
adder_dcop_03;1813;1812;9838;16;1.03;1454.0;1462.0;1530.0;1476.0
adder_dcop_03;1813;1812;9838;16;1.05;1400.0;1436.0;1531.0;1471.0
adder_dcop_03;1813;1812;9838;16;1.1;1398.0;1443.0;1501.0;1464.0
adder_dcop_03;1813;1812;9838;2;1.03;650.0;670.0;642.0;649.0
adder_dcop_03;1813;1812;9838;2;1.05;635.0;660.0;633.0;640.0
adder_dcop_03;1813;1812;9838;2;1.1;604.0;617.0;621.0;620.0
adder_dcop_03;1813;1812;9838;32;1.03;1496.0;1501.0;1645.0;1586.0
adder_dcop_03;1813;1812;9838;32;1.05;1487.0;1502.0;1632.0;1582.0
adder_dcop_03;1813;1812;9838;32;1.1;1495.0;1507.0;1596.0;1568.0
adder_dcop_03;1813;1812;9838;4;1.03;1069.0;1048.0;1164.0;1090.0
adder_dcop_03;1813;1812;9838;4;1.05;1058.0;1068.0;1155.0;1073.0
adder_dcop_03;1813;1812;9838;4;1.1;1039.0;1058.0;1072.0;1071.0
adder_dcop_03;1813;1812;9838;64;1.03;1615.0;1603.0;1710.0;1656.0
adder_dcop_03;1813;1812;9838;64;1.05;1603.0;1602.0;1705.0;1659.0
adder_dcop_03;1813;1812;9838;64;1.1;1593.0;1593.0;1713.0;1644.0
adder_dcop_03;1813;1812;9838;8;1.03;1314.0;1322.0;1412.0;1334.0
adder_dcop_03;1813;1812;9838;8;1.05;1312.0;1297.0;1413.0;1332.0
adder_dcop_03;1813;1812;9838;8;1.1;1302.0;1295.0;1348.0;1323.0
adder_dcop_04;1813;1812;9797;128;1.03;1692.0;1683.0;1732.0;1709.0
adder_dcop_04;1813;1812;9797;128;1.05;1689.0;1687.0;1727.0;1709.0
adder_dcop_04;1813;1812;9797;128;1.1;1672.0;1682.0;1729.0;1695.0
adder_dcop_04;1813;1812;9797;16;1.03;1453.0;1444.0;1540.0;1479.0
adder_dcop_04;1813;1812;9797;16;1.05;1446.0;1455.0;1537.0;1485.0
adder_dcop_04;1813;1812;9797;16;1.1;1408.0;1435.0;1523.0;1470.0
adder_dcop_04;1813;1812;9797;2;1.03;651.0;674.0;652.0;651.0
adder_dcop_04;1813;1812;9797;2;1.05;634.0;646.0;643.0;643.0
adder_dcop_04;1813;1812;9797;2;1.1;621.0;632.0;605.0;622.0
adder_dcop_04;1813;1812;9797;32;1.03;1495.0;1524.0;1631.0;1577.0
adder_dcop_04;1813;1812;9797;32;1.05;1505.0;1521.0;1604.0;1580.0
adder_dcop_04;1813;1812;9797;32;1.1;1516.0;1489.0;1630.0;1560.0
adder_dcop_04;1813;1812;9797;4;1.03;1076.0;1074.0;1145.0;1094.0
adder_dcop_04;1813;1812;9797;4;1.05;1068.0;1071.0;1120.0;1089.0
adder_dcop_04;1813;1812;9797;4;1.1;1049.0;1047.0;1123.0;1063.0
adder_dcop_04;1813;1812;9797;64;1.03;1599.0;1600.0;1703.0;1650.0
adder_dcop_04;1813;1812;9797;64;1.05;1614.0;1601.0;1693.0;1649.0
adder_dcop_04;1813;1812;9797;64;1.1;1587.0;1608.0;1702.0;1637.0
adder_dcop_04;1813;1812;9797;8;1.03;1321.0;1327.0;1411.0;1340.0
adder_dcop_04;1813;1812;9797;8;1.05;1314.0;1320.0;1390.0;1338.0
adder_dcop_04;1813;1812;9797;8;1.1;1270.0;1283.0;1406.0;1326.0
adder_dcop_05;1813;1812;9787;128;1.03;1685.0;1680.0;1733.0;1715.0
adder_dcop_05;1813;1812;9787;128;1.05;1690.0;1688.0;1739.0;1713.0
adder_dcop_05;1813;1812;9787;128;1.1;1676.0;1678.0;1738.0;1699.0
adder_dcop_05;1813;1812;9787;16;1.03;1423.0;1457.0;1539.0;1479.0
adder_dcop_05;1813;1812;9787;16;1.05;1453.0;1443.0;1534.0;1474.0
adder_dcop_05;1813;1812;9787;16;1.1;1439.0;1440.0;1540.0;1459.0
adder_dcop_05;1813;1812;9787;2;1.03;655.0;648.0;697.0;654.0
adder_dcop_05;1813;1812;9787;2;1.05;642.0;665.0;652.0;641.0
adder_dcop_05;1813;1812;9787;2;1.1;610.0;632.0;638.0;630.0
adder_dcop_05;1813;1812;9787;32;1.03;1498.0;1505.0;1615.0;1574.0
adder_dcop_05;1813;1812;9787;32;1.05;1493.0;1517.0;1632.0;1576.0
adder_dcop_05;1813;1812;9787;32;1.1;1487.0;1514.0;1605.0;1563.0
adder_dcop_05;1813;1812;9787;4;1.03;1076.0;1077.0;1136.0;1087.0
adder_dcop_05;1813;1812;9787;4;1.05;1071.0;1077.0;1137.0;1081.0
adder_dcop_05;1813;1812;9787;4;1.1;1049.0;1050.0;1145.0;1069.0
adder_dcop_05;1813;1812;9787;64;1.03;1596.0;1602.0;1691.0;1651.0
adder_dcop_05;1813;1812;9787;64;1.05;1598.0;1607.0;1684.0;1653.0
adder_dcop_05;1813;1812;9787;64;1.1;1586.0;1596.0;1703.0;1639.0
adder_dcop_05;1813;1812;9787;8;1.03;1317.0;1323.0;1408.0;1341.0
adder_dcop_05;1813;1812;9787;8;1.05;1318.0;1325.0;1404.0;1338.0
adder_dcop_05;1813;1812;9787;8;1.1;1303.0;1315.0;1339.0;1334.0
adder_dcop_06;1813;1812;9914;128;1.03;1697.0;1695.0;1743.0;1716.0
adder_dcop_06;1813;1812;9914;128;1.05;1694.0;1696.0;1735.0;1716.0
adder_dcop_06;1813;1812;9914;128;1.1;1690.0;1688.0;1739.0;1709.0
adder_dcop_06;1813;1812;9914;16;1.03;1402.0;1437.0;1540.0;1475.0
adder_dcop_06;1813;1812;9914;16;1.05;1447.0;1444.0;1555.0;1470.0
adder_dcop_06;1813;1812;9914;16;1.1;1440.0;1438.0;1517.0;1463.0
